ID,ProfileID,ListID,EntryEventTypeID,LegalBasisID,Comment,Year,Month,Day,SanctionsMeasureID,SanctionsTypeID,SanctionsMeasureComment,YearFixed,MonthFixed,DayFixed
11177,11177,1550,1,91426,,2008,9,16,132759,1,IRAQ3,true,true,true
11181,11181,1550,1,91426,,2008,9,17,907,1705,,true,true,true
11181,11181,1550,1,91426,,2008,9,17,140621,1,IFSR,true,true,true
11181,11181,1550,1,91426,,2008,9,17,132763,1,NPWMD,true,true,true
11183,11183,1550,1,91426,,2008,9,17,1126,1705,,true,true,true
11183,11183,1550,1,91426,,2008,9,17,140843,1,IFSR,true,true,true
11183,11183,1550,1,91426,,2008,9,17,132765,1,NPWMD,true,true,true
11184,11184,1550,1,91429,,2008,9,17,908,1705,,true,true,true
11184,11184,1550,1,91429,,2008,9,17,140622,1,IFSR,true,true,true
11184,11184,1550,1,91429,,2008,9,17,132766,1,NPWMD,true,true,true
11184,11184,1550,1,91429,,2008,9,17,141195,1,IRAN-TRA,true,true,true
11185,11185,1550,1,91706,,2008,9,12,4044,1705,,true,true,true
11185,11185,1550,1,91706,,2008,9,12,161911,1,VENEZUELA,true,true,true
11186,11186,1550,1,91706,,2008,9,12,3988,1705,,true,true,true
11186,11186,1550,1,91706,,2008,9,12,161909,1,VENEZUELA,true,true,true
11195,11195,1550,1,1811,,2008,9,17,904,1705,,true,true,true
11195,11195,1550,1,1811,,2008,9,17,140618,1,IFSR,true,true,true
11195,11195,1550,1,1811,,2008,9,17,132777,1,NPWMD,true,true,true
11195,11195,1550,1,1811,,2008,9,17,173880,1,IRAN-CON-ARMS-EO,true,true,true
11198,11198,1550,1,91426,,2008,9,17,1062,1705,,true,true,true
11198,11198,1550,1,91426,,2008,9,17,140783,1,IFSR,true,true,true
11198,11198,1550,1,91426,,2008,9,17,132781,1,NPWMD,true,true,true
11222,11222,1550,1,1,,2009,1,16,8749,1705,,true,true,true
11222,11222,1550,1,1,,2009,1,16,132810,1,NPWMD,true,true,true
11223,11223,1550,1,1,,2009,1,16,7263,1705,,true,true,true
11223,11223,1550,1,1,,2009,1,16,132811,1,NPWMD,true,true,true
11224,11224,1550,1,1,,2009,1,16,6508,1705,,true,true,true
11224,11224,1550,1,1,,2009,1,16,132812,1,NPWMD,true,true,true
11225,11225,1550,1,1,,2009,1,16,7011,1705,,true,true,true
11225,11225,1550,1,1,,2009,1,16,132813,1,NPWMD,true,true,true
11231,11231,1550,1,1,,2008,10,2,5645,1705,,true,true,true
11231,11231,1550,1,1,,2008,10,2,132835,1,SDNTK,true,true,true
11236,11236,1550,1,1,,2008,10,2,6846,1705,,true,true,true
11236,11236,1550,1,1,,2008,10,2,132830,1,SDNTK,true,true,true
11237,11237,1550,1,1,,2008,10,2,5351,1705,,true,true,true
11237,11237,1550,1,1,,2008,10,2,132829,1,SDNTK,true,true,true
11238,11238,1550,1,1,,2008,10,2,5990,1705,,true,true,true
11238,11238,1550,1,1,,2008,10,2,132828,1,SDNTK,true,true,true
11239,11239,1550,1,1,,2008,10,2,7786,1705,,true,true,true
11239,11239,1550,1,1,,2008,10,2,132827,1,SDNTK,true,true,true
11240,11240,1550,1,1,,2008,10,2,6899,1705,,true,true,true
11240,11240,1550,1,1,,2008,10,2,132826,1,SDNTK,true,true,true
11244,11244,1550,1,1,,2008,10,2,6088,1705,,true,true,true
11244,11244,1550,1,1,,2008,10,2,132822,1,SDNTK,true,true,true
11245,11245,1550,1,1,,2008,10,2,5831,1705,,true,true,true
11245,11245,1550,1,1,,2008,10,2,132821,1,SDNTK,true,true,true
11246,11246,1550,1,1,,2008,10,2,5378,1705,,true,true,true
11246,11246,1550,1,1,,2008,10,2,132820,1,SDNTK,true,true,true
11256,11256,1550,1,1,,2008,11,12,7686,1705,,true,true,true
11256,11256,1550,1,1,,2008,11,12,132845,1,SDGT,true,true,true
11268,11268,1550,1,1,,2008,11,13,5961,1705,,true,true,true
11268,11268,1550,1,1,,2008,11,13,132899,1,SDNTK,true,true,true
11269,11269,1550,1,1,,2008,11,13,7796,1705,,true,true,true
11269,11269,1550,1,1,,2008,11,13,132898,1,SDNTK,true,true,true
11270,11270,1550,1,1,,2008,11,13,9291,1705,,true,true,true
11270,11270,1550,1,1,,2008,11,13,132897,1,SDNTK,true,true,true
11271,11271,1550,1,1,,2008,11,13,5668,1705,,true,true,true
11271,11271,1550,1,1,,2008,11,13,132896,1,SDNTK,true,true,true
11272,11272,1550,1,1,,2008,11,13,6028,1705,,true,true,true
11272,11272,1550,1,1,,2008,11,13,132895,1,SDNTK,true,true,true
11273,11273,1550,1,1,,2008,11,13,6239,1705,,true,true,true
11273,11273,1550,1,1,,2008,11,13,132894,1,SDNTK,true,true,true
11274,11274,1550,1,1,,2008,11,13,6279,1705,,true,true,true
11274,11274,1550,1,1,,2008,11,13,132893,1,SDNTK,true,true,true
11275,11275,1550,1,1,,2008,11,13,7558,1705,,true,true,true
11275,11275,1550,1,1,,2008,11,13,132892,1,SDNTK,true,true,true
11276,11276,1550,1,1,,2008,11,13,6889,1705,,true,true,true
11276,11276,1550,1,1,,2008,11,13,132891,1,SDNTK,true,true,true
11277,11277,1550,1,1,,2008,11,13,6483,1705,,true,true,true
11277,11277,1550,1,1,,2008,11,13,132890,1,SDNTK,true,true,true
11278,11278,1550,1,1,,2008,11,13,4883,1705,,true,true,true
11278,11278,1550,1,1,,2008,11,13,132889,1,SDNTK,true,true,true
11279,11279,1550,1,1,,2008,11,13,8949,1705,,true,true,true
11279,11279,1550,1,1,,2008,11,13,132888,1,SDNTK,true,true,true
11280,11280,1550,1,1,,2008,11,13,8368,1705,,true,true,true
11280,11280,1550,1,1,,2008,11,13,132887,1,SDNTK,true,true,true
11281,11281,1550,1,1,,2008,11,13,5018,1705,,true,true,true
11281,11281,1550,1,1,,2008,11,13,132886,1,SDNTK,true,true,true
11282,11282,1550,1,1,,2008,11,13,9226,1705,,true,true,true
11282,11282,1550,1,1,,2008,11,13,132885,1,SDNTK,true,true,true
11283,11283,1550,1,1,,2008,11,13,5760,1705,,true,true,true
11283,11283,1550,1,1,,2008,11,13,132884,1,SDNTK,true,true,true
11284,11284,1550,1,1,,2008,11,13,7438,1705,,true,true,true
11284,11284,1550,1,1,,2008,11,13,132883,1,SDNTK,true,true,true
11285,11285,1550,1,1,,2008,11,13,5104,1705,,true,true,true
11285,11285,1550,1,1,,2008,11,13,132882,1,SDNTK,true,true,true
11286,11286,1550,1,1,,2008,11,13,5530,1705,,true,true,true
11286,11286,1550,1,1,,2008,11,13,132881,1,SDNTK,true,true,true
11287,11287,1550,1,1,,2008,11,13,4709,1705,,true,true,true
11287,11287,1550,1,1,,2008,11,13,132880,1,SDNTK,true,true,true
11288,11288,1550,1,1,,2008,11,13,7061,1705,,true,true,true
11288,11288,1550,1,1,,2008,11,13,132879,1,SDNTK,true,true,true
11289,11289,1550,1,1,,2008,11,13,7839,1705,,true,true,true
11289,11289,1550,1,1,,2008,11,13,132878,1,SDNTK,true,true,true
11290,11290,1550,1,1,,2008,11,13,8002,1705,,true,true,true
11290,11290,1550,1,1,,2008,11,13,132877,1,SDNTK,true,true,true
11291,11291,1550,1,1,,2008,11,13,5100,1705,,true,true,true
11291,11291,1550,1,1,,2008,11,13,132876,1,SDNTK,true,true,true
11292,11292,1550,1,1,,2008,11,13,8999,1705,,true,true,true
11292,11292,1550,1,1,,2008,11,13,132875,1,SDNTK,true,true,true
11293,11293,1550,1,1849,,2008,11,13,7643,1705,,true,true,true
11293,11293,1550,1,1849,,2008,11,13,132874,1,SDNTK,true,true,true
11294,11294,1550,1,1,,2008,11,13,9013,1705,,true,true,true
11294,11294,1550,1,1,,2008,11,13,132873,1,SDNTK,true,true,true
11295,11295,1550,1,1,,2008,11,13,8414,1705,,true,true,true
11295,11295,1550,1,1,,2008,11,13,132872,1,SDNTK,true,true,true
11296,11296,1550,1,1,,2008,11,13,8275,1705,,true,true,true
11296,11296,1550,1,1,,2008,11,13,132871,1,SDNTK,true,true,true
11297,11297,1550,1,1,,2008,11,13,8132,1705,,true,true,true
11297,11297,1550,1,1,,2008,11,13,132870,1,SDNTK,true,true,true
11298,11298,1550,1,1,,2008,11,13,7657,1705,,true,true,true
11298,11298,1550,1,1,,2008,11,13,132869,1,SDNTK,true,true,true
11299,11299,1550,1,1,,2008,11,13,8690,1705,,true,true,true
11299,11299,1550,1,1,,2008,11,13,132868,1,SDNTK,true,true,true
11300,11300,1550,1,1,,2008,11,13,5655,1705,,true,true,true
11300,11300,1550,1,1,,2008,11,13,132867,1,SDNTK,true,true,true
11301,11301,1550,1,1,,2008,11,13,4834,1705,,true,true,true
11301,11301,1550,1,1,,2008,11,13,132866,1,SDNTK,true,true,true
11302,11302,1550,1,1,,2008,11,13,8145,1705,,true,true,true
11302,11302,1550,1,1,,2008,11,13,132865,1,SDNTK,true,true,true
11303,11303,1550,1,1,,2008,11,13,4579,1705,,true,true,true
11303,11303,1550,1,1,,2008,11,13,132864,1,SDNTK,true,true,true
11304,11304,1550,1,1,,2008,11,13,6485,1705,,true,true,true
11304,11304,1550,1,1,,2008,11,13,132863,1,SDNTK,true,true,true
11305,11305,1550,1,1,,2008,11,13,7967,1705,,true,true,true
11305,11305,1550,1,1,,2008,11,13,132862,1,SDNTK,true,true,true
11306,11306,1550,1,1,,2008,11,13,6087,1705,,true,true,true
11306,11306,1550,1,1,,2008,11,13,132861,1,SDNTK,true,true,true
11307,11307,1550,1,1,,2008,11,13,6708,1705,,true,true,true
11307,11307,1550,1,1,,2008,11,13,132860,1,SDNTK,true,true,true
11308,11308,1550,1,1,,2008,11,13,4914,1705,,true,true,true
11308,11308,1550,1,1,,2008,11,13,132859,1,SDNTK,true,true,true
11309,11309,1550,1,1,,2008,11,13,5177,1705,,true,true,true
11309,11309,1550,1,1,,2008,11,13,132858,1,SDNTK,true,true,true
11310,11310,1550,1,1,,2008,11,13,7446,1705,,true,true,true
11310,11310,1550,1,1,,2008,11,13,132857,1,SDNTK,true,true,true
11311,11311,1550,1,1,,2008,11,20,9339,1705,,true,true,true
11311,11311,1550,1,1,,2008,11,20,132900,1,SDGT,true,true,true
11312,11312,1550,1,1,,2008,11,20,6331,1705,,true,true,true
11312,11312,1550,1,1,,2008,11,20,132901,1,SDGT,true,true,true
11313,11313,1550,1,1,,2008,11,20,4626,1705,,true,true,true
11313,11313,1550,1,1,,2008,11,20,132902,1,SDGT,true,true,true
11314,11314,1550,1,91426,,2010,6,16,983,1705,,true,true,true
11314,11314,1550,1,91426,,2010,6,16,140698,1,IFSR,true,true,true
11314,11314,1550,1,91426,,2010,6,16,132903,1,NPWMD,true,true,true
11315,11315,1550,1,1,,2008,11,20,5359,1705,,true,true,true
11315,11315,1550,1,1,,2008,11,20,132904,1,SDGT,true,true,true
11317,11317,1550,1,1823,,2008,11,26,828,1705,,true,true,true
11317,11317,1550,1,1823,,2008,11,26,132906,1,IRAN,true,true,true
11317,11317,1550,1,1823,,2008,11,26,152394,1,IFCA,true,true,true
11317,11317,1550,1,1823,,2008,11,26,157671,1,IFSR,true,true,true
11317,11317,1550,1,1823,,2008,11,26,157672,1,SDGT,true,true,true
11318,11318,1550,1,1823,,2008,11,26,1636,1705,,true,true,true
11318,11318,1550,1,1823,,2008,11,26,132907,1,IRAN,true,true,true
11319,11319,1550,1,1823,,2008,11,26,8900,1705,,true,true,true
11319,11319,1550,1,1823,,2008,11,26,132908,1,IRAN,true,true,true
11320,11320,1550,1,1,,2008,12,4,6481,1705,,true,true,true
11320,11320,1550,1,1,,2008,12,4,132909,1,SDGT,true,true,true
11322,11322,1550,1,1,,2008,12,4,9023,1705,,true,true,true
11322,11322,1550,1,1,,2008,12,4,132911,1,SDGT,true,true,true
11346,11346,1550,1,1828,,2009,1,6,7350,1705,,true,true,true
11346,11346,1550,1,1828,,2009,1,6,132950,1,SDGT,true,true,true
11347,11347,1550,1,1,,2009,2,11,4429,1705,,true,true,true
11347,11347,1550,1,1,,2009,2,11,132963,1,SDGT,true,true,true
11351,11351,1550,1,1,,2009,2,4,7305,1705,,true,true,true
11351,11351,1550,1,1,,2009,2,4,132967,1,SDGT,true,true,true
11353,11353,1550,1,1,,2009,4,20,4758,1705,,true,true,true
11353,11353,1550,1,1,,2009,4,20,132969,1,SDGT,true,true,true
11355,11355,1550,1,1828,,2009,7,1,4135,1705,,true,true,true
11355,11355,1550,1,1828,,2009,7,1,132971,1,SDGT,true,true,true
11357,11357,1550,1,1,,2009,1,12,6448,1705,,true,true,true
11357,11357,1550,1,1,,2009,1,12,132973,1,NPWMD,true,true,true
11358,11358,1550,1,1,,2009,1,12,4918,1705,,true,true,true
11358,11358,1550,1,1,,2009,1,12,132974,1,NPWMD,true,true,true
11360,11360,1550,1,1,,2009,1,12,8351,1705,,true,true,true
11360,11360,1550,1,1,,2009,1,12,132976,1,NPWMD,true,true,true
11361,11361,1550,1,1,,2009,1,12,6362,1705,,true,true,true
11361,11361,1550,1,1,,2009,1,12,132977,1,NPWMD,true,true,true
11362,11362,1550,1,1,,2009,1,12,8073,1705,,true,true,true
11362,11362,1550,1,1,,2009,1,12,132978,1,NPWMD,true,true,true
11363,11363,1550,1,1,,2009,1,12,7773,1705,,true,true,true
11363,11363,1550,1,1,,2009,1,12,132979,1,NPWMD,true,true,true
11364,11364,1550,1,1,,2009,1,12,8001,1705,,true,true,true
11364,11364,1550,1,1,,2009,1,12,132980,1,NPWMD,true,true,true
11365,11365,1550,1,1,,2009,1,12,7365,1705,,true,true,true
11365,11365,1550,1,1,,2009,1,12,132981,1,NPWMD,true,true,true
11366,11366,1550,1,91426,,2009,1,12,1164,1705,,true,true,true
11366,11366,1550,1,91426,,2009,1,12,140882,1,IFSR,true,true,true
11366,11366,1550,1,91426,,2009,1,12,132982,1,NPWMD,true,true,true
11373,11373,1550,1,1,,2009,7,1,8704,1705,,true,true,true
11373,11373,1550,1,1,,2009,7,1,132989,1,SDGT,true,true,true
11375,11375,1550,1,1,,2009,7,1,6435,1705,,true,true,true
11375,11375,1550,1,1,,2009,7,1,132991,1,SDGT,true,true,true
11376,11376,1550,1,1,,2009,7,1,4629,1705,,true,true,true
11376,11376,1550,1,1,,2009,7,1,132992,1,SDGT,true,true,true
11377,11377,1550,1,1,,2009,1,16,8813,1705,,true,true,true
11377,11377,1550,1,1,,2009,1,16,132993,1,SDGT,true,true,true
11378,11378,1550,1,1,,2009,1,16,5237,1705,,true,true,true
11378,11378,1550,1,1,,2009,1,16,132994,1,SDGT,true,true,true
11379,11379,1550,1,1,,2009,1,16,4023,1705,,true,true,true
11379,11379,1550,1,1,,2009,1,16,132995,1,SDGT,true,true,true
11380,11380,1550,1,1,,2009,1,16,8628,1705,,true,true,true
11380,11380,1550,1,1,,2009,1,16,132996,1,SDGT,true,true,true
11387,11387,1550,1,1,,2009,3,4,5200,1705,,true,true,true
11387,11387,1550,1,1,,2009,3,4,133003,1,DRCONGO,true,true,true
11388,11388,1550,1,1,,2009,3,4,6644,1705,,true,true,true
11388,11388,1550,1,1,,2009,3,4,133004,1,DRCONGO,true,true,true
11389,11389,1550,1,1,,2009,3,4,7959,1705,,true,true,true
11389,11389,1550,1,1,,2009,3,4,133005,1,DRCONGO,true,true,true
11390,11390,1550,1,1,,2009,3,4,6942,1705,,true,true,true
11390,11390,1550,1,1,,2009,3,4,133006,1,DRCONGO,true,true,true
11391,11391,1550,1,1,,2009,3,4,7674,1705,,true,true,true
11391,11391,1550,1,1,,2009,3,4,133007,1,DRCONGO,true,true,true
11392,11392,1550,1,1,,2009,2,10,8697,1705,,true,true,true
11392,11392,1550,1,1,,2009,2,10,133042,1,SDNTK,true,true,true
11396,11396,1550,1,1,,2009,2,10,6737,1705,,true,true,true
11396,11396,1550,1,1,,2009,2,10,133038,1,SDNTK,true,true,true
11399,11399,1550,1,1,,2009,2,10,8549,1705,,true,true,true
11399,11399,1550,1,1,,2009,2,10,133035,1,SDNTK,true,true,true
11401,11401,1550,1,1,,2009,2,10,4261,1705,,true,true,true
11401,11401,1550,1,1,,2009,2,10,133031,1,SDNTK,true,true,true
11402,11402,1550,1,1,,2009,2,10,8524,1705,,true,true,true
11402,11402,1550,1,1,,2009,2,10,133030,1,SDNTK,true,true,true
11403,11403,1550,1,1,,2009,2,10,8018,1705,,true,true,true
11403,11403,1550,1,1,,2009,2,10,133029,1,SDNTK,true,true,true
11404,11404,1550,1,1,,2009,2,10,8592,1705,,true,true,true
11404,11404,1550,1,1,,2009,2,10,133028,1,SDNTK,true,true,true
11405,11405,1550,1,1,,2009,2,10,8536,1705,,true,true,true
11405,11405,1550,1,1,,2009,2,10,133027,1,SDNTK,true,true,true
11406,11406,1550,1,1,,2009,2,10,6398,1705,,true,true,true
11406,11406,1550,1,1,,2009,2,10,133026,1,SDNTK,true,true,true
11407,11407,1550,1,1,,2009,2,10,5072,1705,,true,true,true
11407,11407,1550,1,1,,2009,2,10,133025,1,SDNTK,true,true,true
11408,11408,1550,1,1,,2009,2,10,6765,1705,,true,true,true
11408,11408,1550,1,1,,2009,2,10,133024,1,SDNTK,true,true,true
11409,11409,1550,1,1,,2009,2,10,9343,1705,,true,true,true
11409,11409,1550,1,1,,2009,2,10,133023,1,SDNTK,true,true,true
11410,11410,1550,1,1,,2009,2,10,9406,1705,,true,true,true
11410,11410,1550,1,1,,2009,2,10,133022,1,SDNTK,true,true,true
11411,11411,1550,1,1,,2009,2,10,8028,1705,,true,true,true
11411,11411,1550,1,1,,2009,2,10,133021,1,SDNTK,true,true,true
11412,11412,1550,1,1,,2009,2,10,9076,1705,,true,true,true
11412,11412,1550,1,1,,2009,2,10,133020,1,SDNTK,true,true,true
11413,11413,1550,1,1,,2009,2,10,4989,1705,,true,true,true
11413,11413,1550,1,1,,2009,2,10,133019,1,SDNTK,true,true,true
11414,11414,1550,1,1,,2009,2,10,5982,1705,,true,true,true
11414,11414,1550,1,1,,2009,2,10,133018,1,SDNTK,true,true,true
11415,11415,1550,1,1,,2009,2,10,7024,1705,,true,true,true
11415,11415,1550,1,1,,2009,2,10,133017,1,SDNTK,true,true,true
11416,11416,1550,1,1,,2009,2,10,8074,1705,,true,true,true
11416,11416,1550,1,1,,2009,2,10,133016,1,SDNTK,true,true,true
11417,11417,1550,1,1,,2009,2,10,4895,1705,,true,true,true
11417,11417,1550,1,1,,2009,2,10,133015,1,SDNTK,true,true,true
11418,11418,1550,1,1,,2009,2,10,4484,1705,,true,true,true
11418,11418,1550,1,1,,2009,2,10,133014,1,SDNTK,true,true,true
11419,11419,1550,1,1,,2009,2,10,3939,1705,,true,true,true
11419,11419,1550,1,1,,2009,2,10,133013,1,SDNTK,true,true,true
11420,11420,1550,1,1,,2009,2,10,4866,1705,,true,true,true
11420,11420,1550,1,1,,2009,2,10,133012,1,SDNTK,true,true,true
11421,11421,1550,1,1,,2009,2,10,7586,1705,,true,true,true
11421,11421,1550,1,1,,2009,2,10,133011,1,SDNTK,true,true,true
11422,11422,1550,1,1,,2009,2,10,8148,1705,,true,true,true
11422,11422,1550,1,1,,2009,2,10,133010,1,SDNTK,true,true,true
11423,11423,1550,1,1,,2009,2,10,8670,1705,,true,true,true
11423,11423,1550,1,1,,2009,2,10,133009,1,SDNTK,true,true,true
11424,11424,1550,1,1,,2009,2,10,5092,1705,,true,true,true
11424,11424,1550,1,1,,2009,2,10,133008,1,SDNTK,true,true,true
11438,11438,1550,1,91904,,2009,4,15,8350,1705,,true,true,true
11438,11438,1550,1,91904,,2009,4,15,133106,1,SDNTK,true,true,true
11438,11438,1550,1,91904,,2009,4,15,134736,1,TCO,true,true,true
11438,11438,1550,1,91904,,2009,4,15,156111,1,ILLICIT-DRUGS-EO14059,true,true,true
11439,11439,1550,1,91904,,2009,4,15,6649,1705,,true,true,true
11439,11439,1550,1,91904,,2009,4,15,133107,1,SDNTK,true,true,true
11439,11439,1550,1,91904,,2009,4,15,161982,1,ILLICIT-DRUGS-EO14059,true,true,true
11440,11440,1550,1,91904,,2009,4,15,7333,1705,,true,true,true
11440,11440,1550,1,91904,,2009,4,15,156015,1,SDNTK,true,true,true
11440,11440,1550,1,91904,,2009,4,15,156013,1,ILLICIT-DRUGS-EO14059,true,true,true
11441,11441,1550,1,91426,,2009,4,7,956,1705,,true,true,true
11441,11441,1550,1,91426,,2009,4,7,140671,1,IFSR,true,true,true
11441,11441,1550,1,91426,,2009,4,7,133109,1,NPWMD,true,true,true
11442,11442,1550,1,91426,,2009,4,7,946,1705,,true,true,true
11442,11442,1550,1,91426,,2009,4,7,140660,1,IFSR,true,true,true
11442,11442,1550,1,91426,,2009,4,7,133110,1,NPWMD,true,true,true
11443,11443,1550,1,91426,,2009,4,7,1185,1705,,true,true,true
11443,11443,1550,1,91426,,2009,4,7,133111,1,NPWMD,true,true,true
11443,11443,1550,1,91426,,2009,4,7,140904,1,IFSR,true,true,true
11444,11444,1550,1,91426,,2009,4,7,1167,1705,,true,true,true
11444,11444,1550,1,91426,,2009,4,7,140885,1,IFSR,true,true,true
11444,11444,1550,1,91426,,2009,4,7,133112,1,NPWMD,true,true,true
11445,11445,1550,1,91426,,2009,4,7,1122,1705,,true,true,true
11445,11445,1550,1,91426,,2009,4,7,140839,1,IFSR,true,true,true
11445,11445,1550,1,91426,,2009,4,7,133113,1,NPWMD,true,true,true
11446,11446,1550,1,91426,,2009,4,7,986,1705,,true,true,true
11446,11446,1550,1,91426,,2009,4,7,140701,1,IFSR,true,true,true
11446,11446,1550,1,91426,,2009,4,7,133114,1,NPWMD,true,true,true
11447,11447,1550,1,91426,,2009,4,7,932,1705,,true,true,true
11447,11447,1550,1,91426,,2009,4,7,140646,1,IFSR,true,true,true
11447,11447,1550,1,91426,,2009,4,7,133115,1,NPWMD,true,true,true
11459,11459,1550,1,1,,2010,11,4,8425,1705,,true,true,true
11459,11459,1550,1,1,,2010,11,4,133143,1,SDGT,true,true,true
11460,11460,1550,1,1,,2010,11,4,6356,1705,,true,true,true
11460,11460,1550,1,1,,2010,11,4,133144,1,SDGT,true,true,true
11461,11461,1550,1,1,,2009,7,2,1871,1705,,true,true,true
11461,11461,1550,1,1,,2009,7,2,133145,1,IRAQ3,true,true,true
11462,11462,1550,1,1,,2009,7,2,4094,1705,,true,true,true
11462,11462,1550,1,1,,2009,7,2,133238,1,FTO,true,true,true
11462,11462,1550,1,1,,2009,7,2,133239,1,SDGT,true,true,true
11462,11462,1550,1,1,,2009,7,2,133146,1,IRAQ3,true,true,true
11463,11463,1550,1,1,,2009,5,27,4613,1705,,true,true,true
11463,11463,1550,1,1,,2009,5,27,133174,1,SDNT,true,true,true
11464,11464,1550,1,1,,2009,5,27,4173,1705,,true,true,true
11464,11464,1550,1,1,,2009,5,27,133173,1,SDNT,true,true,true
11466,11466,1550,1,1,,2009,5,27,5337,1705,,true,true,true
11466,11466,1550,1,1,,2009,5,27,133171,1,SDNT,true,true,true
11467,11467,1550,1,1,,2009,5,27,8141,1705,,true,true,true
11467,11467,1550,1,1,,2009,5,27,133170,1,SDNT,true,true,true
11468,11468,1550,1,1,,2009,5,27,3987,1705,,true,true,true
11468,11468,1550,1,1,,2009,5,27,133169,1,SDNT,true,true,true
11469,11469,1550,1,1,,2009,5,27,7421,1705,,true,true,true
11469,11469,1550,1,1,,2009,5,27,133168,1,SDNT,true,true,true
11470,11470,1550,1,1,,2009,5,27,5286,1705,,true,true,true
11470,11470,1550,1,1,,2009,5,27,133167,1,SDNT,true,true,true
11471,11471,1550,1,1,,2009,5,27,9175,1705,,true,true,true
11471,11471,1550,1,1,,2009,5,27,133166,1,SDNT,true,true,true
11472,11472,1550,1,1,,2009,5,27,5181,1705,,true,true,true
11472,11472,1550,1,1,,2009,5,27,133165,1,SDNT,true,true,true
11473,11473,1550,1,1,,2009,5,27,4634,1705,,true,true,true
11473,11473,1550,1,1,,2009,5,27,133164,1,SDNT,true,true,true
11474,11474,1550,1,1,,2009,5,27,7311,1705,,true,true,true
11474,11474,1550,1,1,,2009,5,27,133163,1,SDNT,true,true,true
11476,11476,1550,1,1,,2009,5,27,7500,1705,,true,true,true
11476,11476,1550,1,1,,2009,5,27,133161,1,SDNT,true,true,true
11477,11477,1550,1,1,,2009,5,27,8790,1705,,true,true,true
11477,11477,1550,1,1,,2009,5,27,133160,1,SDNT,true,true,true
11478,11478,1550,1,1,,2009,5,27,6468,1705,,true,true,true
11478,11478,1550,1,1,,2009,5,27,133159,1,SDNT,true,true,true
11479,11479,1550,1,1,,2009,5,27,8038,1705,,true,true,true
11479,11479,1550,1,1,,2009,5,27,133158,1,SDNT,true,true,true
11480,11480,1550,1,1,,2009,5,27,7067,1705,,true,true,true
11480,11480,1550,1,1,,2009,5,27,133157,1,SDNT,true,true,true
11481,11481,1550,1,1,,2009,5,27,9347,1705,,true,true,true
11481,11481,1550,1,1,,2009,5,27,133156,1,SDNT,true,true,true
11482,11482,1550,1,1,,2009,5,27,8155,1705,,true,true,true
11482,11482,1550,1,1,,2009,5,27,133155,1,SDNT,true,true,true
11483,11483,1550,1,1,,2009,5,27,7815,1705,,true,true,true
11483,11483,1550,1,1,,2009,5,27,133154,1,SDNT,true,true,true
11484,11484,1550,1,1,,2009,5,27,5960,1705,,true,true,true
11484,11484,1550,1,1,,2009,5,27,133153,1,SDNT,true,true,true
11485,11485,1550,1,1,,2009,5,27,9086,1705,,true,true,true
11485,11485,1550,1,1,,2009,5,27,133152,1,SDNT,true,true,true
11486,11486,1550,1,1,,2009,5,27,5868,1705,,true,true,true
11486,11486,1550,1,1,,2009,5,27,133151,1,SDNT,true,true,true
11487,11487,1550,1,1,,2009,5,27,5690,1705,,true,true,true
11487,11487,1550,1,1,,2009,5,27,133150,1,SDNT,true,true,true
11488,11488,1550,1,1,,2009,5,27,9277,1705,,true,true,true
11488,11488,1550,1,1,,2009,5,27,133149,1,SDNT,true,true,true
11489,11489,1550,1,1,,2009,5,27,7716,1705,,true,true,true
11489,11489,1550,1,1,,2009,5,27,133148,1,SDNT,true,true,true
11490,11490,1550,1,1,,2009,5,27,6284,1705,,true,true,true
11490,11490,1550,1,1,,2009,5,27,133147,1,SDNT,true,true,true
11492,11492,1550,1,1,,2009,5,14,4596,1705,,true,true,true
11492,11492,1550,1,1,,2009,5,14,133177,1,SDGT,true,true,true
11493,11493,1550,1,1,,2010,3,25,5059,1705,,true,true,true
11493,11493,1550,1,1,,2010,3,25,133178,1,SDGT,true,true,true
11494,11494,1550,1,1,,2009,5,27,8369,1705,,true,true,true
11494,11494,1550,1,1,,2009,5,27,133179,1,SDGT,true,true,true
11495,11495,1550,1,1828,,2009,5,27,5700,1705,,true,true,true
11495,11495,1550,1,1828,,2009,5,27,133180,1,SDGT,true,true,true
11496,11496,1550,1,1,,2009,5,20,6053,1705,,true,true,true
11496,11496,1550,1,1,,2009,5,20,133295,1,SDGT,true,true,true
11496,11496,1550,1,1,,2009,5,20,133182,1,FTO,true,true,true
11499,11499,1550,1,1,,2009,5,29,5376,1705,,true,true,true
11499,11499,1550,1,1,,2009,5,29,133185,1,SDNTK,true,true,true
11500,11500,1550,1,1,,2009,5,29,4739,1705,,true,true,true
11500,11500,1550,1,1,,2009,5,29,133186,1,SDNTK,true,true,true
11501,11501,1550,1,1,,2009,5,29,5267,1705,,true,true,true
11501,11501,1550,1,1,,2009,5,29,133187,1,SDNTK,true,true,true
11502,11502,1550,1,1,,2009,5,29,9064,1705,,true,true,true
11502,11502,1550,1,1,,2009,5,29,133188,1,SDNTK,true,true,true
11528,11528,1550,1,91904,,2009,7,20,4414,1705,,true,true,true
11528,11528,1550,1,91904,,2009,7,20,156017,1,ILLICIT-DRUGS-EO14059,true,true,true
11528,11528,1550,1,91904,,2009,7,20,156151,1,SDNTK,true,true,true
