ID,ProfileID,ListID,EntryEventTypeID,LegalBasisID,Comment,Year,Month,Day,SanctionsMeasureID,SanctionsTypeID,SanctionsMeasureComment,YearFixed,MonthFixed,DayFixed
7189,7189,1550,1,1,,2002,2,26,8448,1705,,true,true,true
7189,7189,1550,1,1,,2002,2,26,127348,1,SDGT,true,true,true
7190,7190,1550,1,1,,2002,2,26,7001,1705,,true,true,true
7190,7190,1550,1,1,,2002,2,26,127349,1,SDGT,true,true,true
7191,7191,1550,1,1,,2002,2,26,7619,1705,,true,true,true
7191,7191,1550,1,1,,2002,2,26,127350,1,SDGT,true,true,true
7192,7192,1550,1,1,,2002,2,26,5646,1705,,true,true,true
7192,7192,1550,1,1,,2002,2,26,127351,1,SDGT,true,true,true
7193,7193,1550,1,1,,2002,2,26,6001,1705,,true,true,true
7193,7193,1550,1,1,,2002,2,26,127352,1,SDGT,true,true,true
7194,7194,1550,1,1,,2002,2,26,8743,1705,,true,true,true
7194,7194,1550,1,1,,2002,2,26,127353,1,SDGT,true,true,true
7195,7195,1550,1,1,,2002,2,26,5106,1705,,true,true,true
7195,7195,1550,1,1,,2002,2,26,127354,1,SDGT,true,true,true
