FixedRef,ProfileID,PartySubTypeID,IdentityID,FixedRef,Primary,False,AliasFixedRef,AliasTypeID,Primary,LowQuality,DocumentedNameID,FixedRef,DocNameStatusID,NamePartValue,NamePartGroupID,ScriptID,ScriptStatusID,Acronym,FeatureID,FeatureTypeID,FeatureVersionID,ReliabilityID,Comment,VersionLocationID,NamePartTypeID
20943,20943,4,12647,20943,true,false,20943,1403,true,false,26466,20943,1,Haydar,52393,215,1,false,21624,8,19363,1,,,1521
20944,20944,4,12648,20944,true,false,20944,1403,true,false,26467,20944,1,Hawrani,52395,215,1,false,21625,8,19364,1,,,1521
20945,20945,4,12649,20945,true,false,20945,1403,true,false,26468,20945,1,Ahmad,52399,215,1,false,21626,8,19365,1,,,1521
20946,20946,4,12650,20946,false,false,20946,1400,false,false,26473,20946,2,Shehadeh,50555,215,1,false,21627,8,19366,1,,,1521
20947,20947,4,12651,20947,false,false,20947,1400,false,false,26475,20947,2,Hassan,50560,215,1,false,21628,8,19367,1,,,1521
20948,20948,4,12652,20948,false,false,20948,1400,false,false,26477,20948,2,Bilal,50565,215,1,false,21629,8,19368,1,,,1521
20949,20949,4,12653,20949,true,false,20949,1403,true,false,26478,20949,1,Dahi,50981,215,1,false,21631,8,19370,1,,,1522
20950,20950,4,12654,20950,false,false,20950,1400,false,false,26480,20950,2,Mahala,50578,215,1,false,21632,8,19371,1,,,1521
20951,20951,4,12655,20951,true,false,20951,1403,true,false,26481,20951,1,Rahmun,52357,215,1,false,21633,8,19372,1,,,1522
20952,20952,4,12656,20952,false,false,20952,1400,false,false,26483,20952,2,Makhlouf,50589,215,1,false,21634,8,19373,1,,,1521
20953,20953,4,12657,20953,true,false,20953,1403,true,false,26484,20953,1,Darwish,50715,215,1,false,21635,8,19374,1,,,1522
20954,20954,3,12658,20954,true,false,20954,1403,true,false,26485,20954,1,Syrian Arab Army,50593,215,1,false,181731,25,231731,1,,31731,1525
20955,20955,3,12659,20955,true,false,20955,1403,true,false,26486,20955,1,Syrian Arab Air Defense Forces,52639,215,1,false,181733,25,231733,1,,31733,1525
20956,20956,3,12660,20956,true,false,20956,1403,true,false,26487,20956,1,Syrian Arab Navy,50601,215,1,false,181735,25,231735,1,,31735,1525
20957,20957,3,12661,20957,true,false,20957,1403,true,false,26488,20957,1,Syrian Arab Republican Guard,50602,215,1,false,181737,25,231737,1,,31737,1525
20959,20959,4,12663,20959,false,false,20959,1400,false,false,26655,20959,2,Ballul,50989,215,1,false,21751,8,19490,1,,,1521
20960,20960,3,12664,20960,true,false,20960,1403,true,false,26493,20960,1,Syrian Air Force,50614,215,1,false,181741,25,231741,1,,31741,1525
20961,20961,4,12665,20961,false,false,20961,1400,false,false,26525,20961,2,Mualla,50709,215,1,false,21661,8,19400,1,,,1522
20962,20962,4,12666,20962,false,false,20962,1400,false,false,26497,20962,2,Dergham,50626,215,1,false,21636,8,19375,1,,,1521
20963,20963,4,12667,20963,false,false,20963,1400,false,false,26500,20963,2,Hamdan,50632,215,1,false,21637,8,19376,1,,,1521
20964,20964,4,12668,20964,true,false,20964,1403,true,false,26501,20964,1,Ghanem,50634,215,1,false,21639,8,19378,1,,,1521
20965,20965,4,12669,20965,false,false,20965,1400,false,false,26503,20965,2,Al-Dafeer,50638,215,1,false,21641,8,19380,1,,,1521
20966,20966,4,12670,20966,false,false,20966,1400,false,false,26509,20966,2,Tourjman,52025,215,1,false,21643,8,19382,1,,,1522
20967,20967,4,12671,20967,false,false,20967,1400,false,false,26512,20967,2,Hamou,50661,215,1,false,21645,8,19384,1,,,1521
20968,20968,4,12672,20968,false,false,20968,1400,false,false,26515,20968,2,Hammoud,50667,215,1,false,21646,8,19385,1,,,1521
20969,20969,4,12673,20969,true,false,20969,1403,true,false,26516,20969,1,Shperov,50672,215,1,false,21648,8,19387,1,,,1522
20980,20980,4,12684,20980,false,false,20980,1400,false,false,26574,20980,2,al-Alahadil,50778,215,1,false,21681,11,19420,91479,,186218,1521
20981,20981,3,12685,20981,false,false,20981,1400,false,false,26562,20981,2,Rahma Charitable Organization,50754,215,1,false,181791,25,231791,1,,31791,1525
20982,20982,4,12686,20982,true,false,20982,1403,true,false,26575,20982,1,KIM,50972,215,1,false,21683,8,19422,1,,,1521
20994,20994,4,12698,20994,true,false,20994,1403,true,false,26598,20994,1,Lugo,53696,215,1,false,21707,8,19446,91479,,,1522
20998,20998,4,12702,20998,false,false,20998,1400,false,false,26614,20998,2,Makuei,50880,215,1,false,21729,8,19468,1,,,1522
20999,20999,4,12703,20999,false,false,20999,1400,false,true,26616,20999,2,Comrade Olga,50883,215,1,false,21736,8,19475,1,,,1528
21000,21000,4,12704,21000,false,false,21000,1400,false,true,26622,21000,2,Abu al-Qasem,50898,215,1,false,21738,8,19477,1,,,1528
21001,21001,4,12705,21001,true,false,21001,1403,true,false,26623,21001,1,Hassan,50900,215,1,false,21740,8,19479,1,,,1521
21002,21002,4,12706,21002,false,false,21002,1400,false,true,26635,21002,2,Abu Suleiman,50913,215,1,false,21742,8,19481,1,,,1528
21003,21003,3,12707,21003,false,false,21003,1401,false,false,26682,21003,2,INSTITUT STROIPROEKT ZAKRYTOE AKTSIONERNOE OBSHCHESTVO,51038,215,1,false,21771,21,19510,1,,,1525
21004,21004,4,12708,21004,false,false,21004,1400,false,false,26689,21004,2,Ali Abkar,51053,215,1,false,21774,8,19513,91479,,,1521
21023,21023,3,12727,21023,false,false,21023,1400,false,false,26696,21023,2,FLORES DTO,51072,215,1,false,181888,25,231888,1,,31888,1525
21024,21024,4,12728,21024,false,false,21024,1400,false,false,26699,21024,2,CASAS,51080,215,1,false,21791,8,19530,1,,,1521
21026,21026,4,12730,21026,true,false,21026,1403,true,false,26702,21026,1,FLORES,51103,215,1,false,21801,8,19540,1,,,1521
21027,21027,4,12731,21027,true,false,21027,1403,true,false,26703,21027,1,FLORES,51092,215,1,false,21805,8,19544,1,,,1521
21028,21028,4,12732,21028,true,false,21028,1403,true,false,26704,21028,1,FLORES,51106,215,1,false,21809,8,19548,1,,,1521
21029,21029,4,12733,21029,true,false,21029,1403,true,false,26706,21029,1,AYALA,51100,215,1,false,21813,8,19552,1,,,1521
21030,21030,4,12734,21030,true,false,21030,1403,true,false,26707,21030,1,CARRANZA,51110,215,1,false,21817,8,19556,1,,,1522
21031,21031,4,12735,21031,true,false,21031,1403,true,false,26710,21031,1,CARRANZA,51120,215,1,false,21821,8,19560,1,,,1522
21032,21032,4,12736,21032,true,false,21032,1403,true,false,26713,21032,1,CAMPOS,51131,215,1,false,21825,8,19564,1,,,1522
21033,21033,4,12737,21033,true,false,21033,1403,true,false,26715,21033,1,CARO,51138,215,1,false,21829,8,19568,1,,,1521
21034,21034,4,12738,21034,true,false,21034,1403,true,false,26718,21034,1,CARO,51147,215,1,false,21833,8,19572,1,,,1521
21035,21035,4,12739,21035,true,false,21035,1403,true,false,26720,21035,1,CORDERO,51154,215,1,false,21837,8,19576,1,,,1522
21036,21036,4,12740,21036,true,false,21036,1403,true,false,26721,21036,1,JIMENEZ,51162,215,1,false,21841,8,19580,1,,,1522
21038,21038,3,12742,21038,false,false,21038,1400,false,false,26730,21038,2,CONSTRUCTION HOLDING COMPANY OLD CITY - KARST,51181,215,1,false,21850,14,19589,1,,,1525
21039,21039,3,12743,21039,false,false,21039,1400,false,false,26734,21039,2,THE RAILWAYS OF CRIMEA,51187,215,1,false,21851,14,19590,1,,,1525
21040,21040,3,12744,21040,false,false,21040,1400,false,false,26738,21040,2,SUE RK 'CRIMEAN PORTS',51604,215,1,false,21853,21,19592,1,,,1525
21042,21042,4,12746,21042,true,false,21042,1403,true,false,26744,21042,1,ZHANG,51213,215,1,false,21859,8,19598,1,,,1521
21048,21048,3,12752,21048,true,false,21048,1403,true,false,26754,21048,1,ZARON BIO-TECH (ASIA) LIMITED,51226,215,1,false,181967,25,231967,1,,31967,1525
21064,21064,4,12768,21064,true,false,21064,1403,true,false,26776,21064,1,ALVAREZ,51264,215,1,false,21895,8,19634,1,,,1522
21065,21065,4,12769,21065,false,false,21065,1400,false,false,26779,21065,2,CHAVEZ,51276,215,1,false,21898,8,19637,1,,,1522
21067,21067,4,12771,21067,false,false,21067,1400,false,false,26782,21067,2,FLORES,51286,215,1,false,21906,8,19645,1,,,1521
21070,21070,4,12774,21070,true,false,21070,1403,true,false,26789,21070,1,FERNANDEZ,51312,215,1,false,21919,8,19658,1,,,1522
21071,21071,3,12775,21071,false,false,21071,1400,false,false,29355,21071,2,"A Y S CARRIER INTERNACIONAL, S.A. DE C.V.",57098,215,1,false,182019,25,232019,1,,32019,1525
21072,21072,3,12776,21072,true,false,21072,1403,true,false,26791,21072,1,"BOUNGALOWS VILLA AZUL, S.A. DE C.V.",51314,215,1,false,182021,25,232021,1,,32021,1525
21073,21073,3,12777,21073,false,false,21073,1400,false,false,26796,21073,2,RESTAURANTE BAR LA CAMELIA,51319,215,1,false,182023,25,232023,1,,32023,1525
21074,21074,3,12778,21074,false,false,21074,1400,false,false,26803,21074,2,PROMOTORA CULTURAL Y DEPORTIVA MORUMBI,51326,215,1,false,182028,25,232028,1,,32028,1525
21075,21075,3,12779,21075,true,false,21075,1403,true,false,26804,21075,1,"COMERCIALIZADORA CHAPALA AJIJIC, S.A. DE C.V.",51328,215,1,false,182031,25,232031,1,,32031,1525
21076,21076,3,12780,21076,true,false,21076,1403,true,false,26805,21076,1,"COMERCIALIZADORA E IMPORTADORA YESSI, S.A. DE C.V.",51329,215,1,false,182033,25,232033,1,,32033,1525
21077,21077,3,12781,21077,true,false,21077,1403,true,false,26806,21077,1,"CONSORCIO LUNALO, S.A. DE C.V.",51331,215,1,false,182035,25,232035,1,,32035,1525
21079,21079,3,12783,21079,false,false,21079,1400,false,false,26809,21079,2,"CONSORCIO NUJOMA, S.C.",51335,215,1,false,182040,25,232040,1,,32040,1525
21081,21081,3,12785,21081,true,false,21081,1403,true,false,26811,21081,1,"CONSORCIO RIRFUS, S.A. DE C.V.",51337,215,1,false,182046,25,232046,1,,32046,1525
21083,21083,3,12787,21083,false,false,21083,1400,false,false,26814,21083,2,"CORPORATIVO ARZACA, SOCIEDAD CIVIL",51340,215,1,false,182050,25,232050,1,,32050,1525
21084,21084,3,12788,21084,true,false,21084,1403,true,false,26815,21084,1,"CORPORATIVO FEARFI, S.A. DE C.V.",51341,215,1,false,182052,25,232052,1,,32052,1525
21085,21085,3,12789,21085,true,false,21085,1403,true,false,26816,21085,1,"CORPORATIVO INMOBILIARIO UNIVERSAL, S.A. DE C.V.",51342,215,1,false,182054,25,232054,1,,32054,1525
21086,21086,3,12790,21086,true,false,21086,1403,true,false,26818,21086,1,"CORPORATIVO SOSVAL, S.A. DE C.V.",51344,215,1,false,182058,25,232058,1,,32058,1525
21088,21088,3,12792,21088,false,false,21088,1400,false,false,26823,21088,2,GRAND CASINO ZAPOPAN,51349,215,1,false,182066,25,232066,1,,32066,1525
21089,21089,3,12793,21089,true,false,21089,1403,true,false,26824,21089,1,"CIRCULO REPRESENTACIONES INTERNACIONALES, S. DE R.L. DE C.V.",51350,215,1,false,182068,25,232068,1,,32068,1525
21090,21090,3,12794,21090,false,false,21090,1400,false,false,26826,21090,2,EVENTOS LA MORA,51353,215,1,false,182070,25,232070,1,,32070,1525
21091,21091,3,12795,21091,true,false,21091,1403,true,false,26827,21091,1,"FC GRUPO EMPRESARIAL, S.A. DE C.V.",51355,215,1,false,182075,25,232075,1,,32075,1525
21095,21095,3,12799,21095,true,false,21095,1403,true,false,26837,21095,1,"GRUPO EGMONT, S.A. DE C.V.",51366,215,1,false,182091,25,232091,1,,32091,1525
21096,21096,3,12800,21096,false,false,21096,1400,false,false,26839,21096,2,"GRUPO COJIM, S.A. DE C.V.",51368,215,1,false,182094,25,232094,1,,32094,1525
21098,21098,3,12802,21098,false,false,21098,1400,false,false,26842,21098,2,"GRUPO PRODUCSIL, S. DE P.R. DE R.L. DE C.V.",51371,215,1,false,182103,25,232103,1,,32103,1525
21101,21101,3,12805,21101,false,false,21101,1400,false,false,26852,21101,2,"INMOVILIARIA FLORES CASTRO, S. DE R.L. DE C.V.",51381,215,1,false,182115,25,232115,1,,32115,1525
21103,21103,3,12807,21103,false,false,21103,1400,false,false,26856,21103,2,"LOLALOLITA 1110, S. DE R.L. DE C.V.",51385,215,1,false,21925,14,19664,1,,,1525
21104,21104,3,12808,21104,true,false,21104,1403,true,false,26858,21104,1,"MARIMBA ENTERTAINMENT, S.R.L. DE C.V.",51387,215,1,false,182122,25,232122,1,,32122,1525
21105,21105,3,12809,21105,false,false,21105,1400,false,false,26860,21105,2,OOO Solid,51389,215,1,false,43898,504,41617,1,,,1525
21106,21106,3,12810,21106,false,false,21106,1400,false,true,26867,21106,2,RESTAURANTE CORTEZ,57095,215,1,false,21926,14,19665,1,,,1525
21107,21107,3,12811,21107,true,false,21107,1403,true,false,26868,21107,1,LLC RusChemTrade,51398,215,1,false,21927,14,19666,1,,,1525
21110,21110,3,12814,21110,false,false,21110,1400,false,false,26873,21110,2,JSC Trans-Flot,51403,215,1,false,21928,14,19667,1,,,1525
21113,21113,3,12817,21113,true,false,21113,1403,true,false,26877,21113,1,Transpetrochart Co Ltd,51408,215,1,false,43899,504,41618,1,,,1525
21114,21114,3,12818,21114,false,false,21114,1400,false,false,26879,21114,2,RESTAURANTE FOLKLOR Y CANTINA,51410,215,1,false,182152,25,232152,1,,32152,1525
21115,21115,1,12819,21115,true,false,21115,1403,true,false,26880,21115,1,Marshal Zhukov,51411,215,1,false,21931,3,19670,1,,,1526
21116,21116,3,12820,21116,true,false,21116,1403,true,false,26881,21116,1,"RODRIGUEZ LOPEZ, S.A. DE C.V.",51412,215,1,false,182156,25,232156,1,,32156,1525
21118,21118,1,12822,21118,true,false,21118,1403,true,false,26883,21118,1,Stalingrad,51414,215,1,false,21932,3,19671,1,,,1526
21119,21119,3,12823,21119,true,false,21119,1403,true,false,26884,21119,1,"SERVICIOS EMPRESARIALES SODA, S.A. DE C.V.",51415,215,1,false,182163,25,232163,1,,32163,1525
21121,21121,3,12825,21121,true,false,21121,1403,true,false,26886,21121,1,"MONTALVA INMOBILIARIA, S.A. DE C.V.",51417,215,1,false,182167,25,232167,1,,32167,1525
21122,21122,3,12826,21122,true,false,21122,1403,true,false,26887,21122,1,"SERVICIOS EMPRESARIALES FICIE, S.A. DE C.V.",51418,215,1,false,182169,25,232169,1,,32169,1525
21123,21123,4,12827,21123,false,false,21123,1400,false,false,26900,21123,2,al-Rawi,51442,215,1,false,22011,8,19750,1,,,1521
21124,21124,3,12828,21124,false,false,21124,1400,false,false,26907,21124,2,Hanifah Exchange Company,51465,215,1,false,182190,25,232190,1,,32190,1525
21125,21125,3,12829,21125,false,false,21125,1400,false,false,26916,21125,2,Silsalat al Dhab,51463,215,1,false,182192,25,232192,1,,32192,1525
21143,21143,4,12847,21143,false,false,21143,1400,false,false,26943,21143,2,Mutondo Katanga,51540,215,1,false,21995,8,19734,1,,,1521
21144,21144,4,12848,21144,false,false,21144,1400,false,false,26950,21144,2,Mulumbu Boshab,51615,215,1,false,22000,8,19739,1,,,1521
21164,21164,4,12868,21164,false,false,21164,1400,false,false,51860,21164,2,Kovalchuk,96302,215,1,false,22014,8,19753,1,,,1522
21165,21165,4,12869,21165,true,false,21165,1403,true,false,26957,21165,1,Ibrahim,51749,215,1,false,22055,8,19794,1,,,1521
21166,21166,4,12870,21166,true,false,21166,1403,true,false,51853,21166,2,Лебедев,51673,220,1,false,22016,8,19755,1,,,1522
21167,21167,4,12871,21167,true,false,21167,1403,true,false,26959,21167,1,Mansurov,51676,215,1,false,22018,8,19757,1,,,1522
21168,21168,4,12872,21168,true,false,21168,1403,true,false,26960,21168,1,Klishin,51643,215,1,false,22020,8,19759,1,,,1522
21169,21169,4,12873,21169,true,false,21169,1403,true,false,26961,21169,1,Minaev,51646,215,1,false,22022,8,19761,1,,,1522
21170,21170,4,12874,21170,true,false,21170,1403,true,false,26962,21170,1,Dedov,51649,215,1,false,22024,8,19763,1,,,1522
21171,21171,4,12875,21171,false,false,21171,1400,false,false,26975,21171,2,Prigozhin,51678,215,1,false,22031,8,19770,1,,,1521
21183,21183,4,12887,21183,true,false,21183,1403,true,false,26976,21183,1,Plaksin,51681,215,1,false,22033,8,19772,1560,,,1522
21184,21184,4,12888,21184,false,false,21184,1400,false,false,51724,21184,2,Lugovoi,95995,215,1,false,22034,8,19773,1560,,,1522
21185,21185,4,12889,21185,true,false,21185,1403,true,false,26978,21185,1,Kovtun,51700,215,1,false,22035,8,19774,1,,,1521
21186,21186,4,12890,21186,true,false,21186,1403,true,false,26979,21186,1,Bastrykin,51689,215,1,false,22036,8,19775,1,,,1522
21187,21187,4,12891,21187,false,false,21187,1400,false,false,26981,21187,2,Cheikh,51695,215,1,false,22038,9,19777,1560,,,1522
21188,21188,4,12892,21188,true,false,21188,1403,true,false,26982,21188,1,Gordievsky,51698,215,1,false,22039,8,19778,1560,,,1522
21203,21203,4,12907,21203,false,false,21203,1400,false,false,27899,21203,2,Zafrani,53917,215,1,false,22883,8,20622,1560,,,1521
21204,21204,4,12908,21204,false,false,21204,1400,false,false,27902,21204,2,Zarqun,53923,215,1,false,22052,10,19791,1,,186129,1521
21206,21206,3,12910,21206,false,false,21206,1400,false,false,27012,21206,2,al-Husn,51753,215,1,false,182272,25,232272,1,,32272,1525
21207,21207,3,12911,21207,false,false,21207,1400,false,false,27017,21207,2,Qasiyun,51758,215,1,false,182274,25,232274,1,,32274,1525
21208,21208,4,12912,21208,false,false,21208,1400,false,false,27021,21208,2,Mhanna,51766,215,1,false,22057,10,19796,1,,186197,1521
21223,21223,4,12927,21223,false,false,21223,1400,false,false,27036,21223,2,Apanasenko,51795,215,1,false,22071,8,19810,1,,,1522
21224,21224,4,12928,21224,false,false,21224,1400,false,false,27038,21224,2,Akhlomov,51802,215,1,false,22072,8,19811,1,,,1522
21225,21225,4,12929,21225,false,false,21225,1400,false,false,27040,21225,2,Kozhenkova,51807,215,1,false,22073,8,19812,1,,,1522
21226,21226,4,12930,21226,false,false,21226,1400,false,false,27042,21226,2,Dubinyak,51814,215,1,false,22074,8,19813,1,,,1522
21228,21228,4,12932,21228,false,false,21228,1400,false,false,27045,21228,2,Zhirova,51822,215,1,false,22075,8,19814,1,,,1522
21229,21229,4,12933,21229,false,false,21229,1400,false,false,27047,21229,2,Mityaev,51834,215,1,false,22076,8,19815,1,,,1522
21230,21230,4,12934,21230,false,false,21230,1400,false,false,27049,21230,2,Reshetnikov,51841,215,1,false,22077,8,19816,1,,,1522
21243,21243,3,12947,21243,false,false,21243,1400,false,false,27058,21243,2,Guangzhou Syriss Logistics & Services,51854,215,1,false,182308,25,232308,1,,32308,1525
21244,21244,3,12948,21244,false,false,21244,1400,false,false,27063,21244,2,Al-Sham Wings,51859,215,1,false,182317,25,232317,1,,32317,1525
21245,21245,3,12949,21245,false,false,21245,1400,false,true,27141,21245,2,techno lab,52038,215,1,false,182323,25,232323,1,,32323,1525
21246,21246,4,12950,21246,false,false,21246,1400,false,false,27068,21246,2,'Allush,51867,215,1,false,22079,8,19818,1,,,1522
21248,21248,4,12952,21248,false,false,21248,1400,false,false,27073,21248,2,Al-Bitar,51879,215,1,false,22080,8,19819,1,,,1521
21263,21263,4,12967,21263,false,false,21263,1400,false,false,27082,21263,2,Otshundi,51908,215,1,false,22093,8,19832,1,,,1521
21264,21264,3,12968,21264,false,false,21264,1400,false,true,27086,21264,2,Safari Beach,51971,215,1,false,182351,25,232351,1,,32351,1525
21265,21265,4,12969,21265,false,false,21265,1400,false,true,27091,21265,2,Akhlaq,51937,215,1,false,22100,8,19839,1,,,1521
21266,21266,4,12970,21266,false,false,21266,1400,false,true,27100,21266,2,Abu-Julaybib,51963,215,1,false,22107,9,19846,1,,,1520
21283,21283,4,12987,21283,false,false,21283,1400,false,true,27121,21283,2,Abu Ali Hashim,52056,215,1,false,22111,224,19850,1,,,1520
21284,21284,4,12988,21284,false,false,21284,1400,false,false,27126,21284,2,Ahmed,52004,215,1,false,22115,224,19854,1,,,1522
21286,21286,4,12990,21286,true,false,21286,1403,true,false,27129,21286,1,bin Laden,52012,215,1,false,22121,8,19860,1,,,1521
21287,21287,4,12991,21287,false,false,21287,1400,false,false,27143,21287,2,GAGLOEV,52044,215,1,false,22124,8,19863,1,,,1522
21303,21303,4,13007,21303,false,false,21303,1400,false,false,27156,21303,2,Cho,52067,215,1,false,22131,8,19870,1,,,1521
21304,21304,4,13008,21304,false,false,21304,1400,false,false,27419,21304,2,Kang,52688,215,1,false,22132,8,19871,1,,,1522
21305,21305,4,13009,21305,false,false,21305,1400,false,false,27176,21305,2,Min,52138,215,1,false,22133,8,19872,1,,,1522
21306,21306,4,13010,21306,true,false,21306,1403,true,false,27162,21306,1,Choe,52081,215,1,false,22134,8,19873,1,,,1521
21308,21308,3,13012,21308,true,false,21308,1403,true,false,27164,21308,1,Ministry of Labor,52085,215,1,false,27213,504,24952,1,,,1525
21323,21323,3,13027,21323,true,false,21323,1403,true,false,27175,21323,1,STATE PLANNING COMMISSION,52091,215,1,false,27214,504,24953,1,,,1525
21324,21324,4,13028,21324,false,false,21324,1400,false,true,27205,21324,2,Anthony Anthony,52273,215,1,false,22154,8,19893,1,,,1528
21325,21325,4,13029,21325,false,false,21325,1400,false,false,27193,21325,2,al-Masri,52147,215,1,false,22151,8,19890,91479,,,1521
21326,21326,4,13030,21326,false,false,21326,1400,false,false,27243,21326,2,BOGACHEV,52249,215,1,false,22153,8,19892,1,,,1522
21327,21327,4,13031,21327,false,false,21327,1400,false,false,27198,21327,2,Kim,52145,215,1,false,22157,8,19896,1,,,1522
21328,21328,4,13032,21328,false,false,21328,1400,false,false,27207,21328,2,KOROBOV,61783,215,1,false,22158,8,19897,1,,,1521
21329,21329,4,13033,21329,false,false,21329,1400,false,false,27209,21329,2,GIZUNOV,61791,215,1,false,22159,8,19898,1,,,1521
21330,21330,4,13034,21330,false,false,21330,1400,false,false,27211,21330,2,KOSTYUKOV,61796,215,1,false,22160,8,19899,1,,,1521
21331,21331,4,13035,21331,true,false,21331,1403,true,false,27212,21331,1,ALEXSEYEV,61838,215,1,false,22161,8,19900,1,,,1522
21332,21332,3,13036,21332,false,false,21332,1400,false,false,27215,21332,2,"STC, LTD",52184,215,1,false,22162,14,19901,1,,,1525
21333,21333,3,13037,21333,false,false,21333,1400,false,false,27218,21333,2,TSOR SECURITY,52187,215,1,false,54550,504,52229,1,,,1525
21334,21334,3,13038,21334,false,false,21334,1400,false,false,27220,21334,2,ANO PO KSI,52189,215,1,false,54534,504,52213,1,,,1525
21343,21343,3,13047,21343,false,false,21343,1400,false,false,31476,21343,2,Main Directorate of the General Staff,61771,215,1,false,53843,504,51522,1,,,1525
21344,21344,3,13048,21344,false,false,21344,1400,false,true,27241,21344,2,FSB,52287,215,1,false,52944,646,50623,1,,,1525
21363,21363,4,13067,21363,false,false,21363,1400,false,true,27262,21363,2,al-Baritani,52672,215,1,false,22193,10,19932,1,,186095,1521
21384,21384,4,13088,21384,false,false,21384,1400,false,false,27284,21384,2,Zarqawi Australi,52694,215,1,false,22214,10,19953,1,,186037,1521
21385,21385,4,13089,21385,false,false,21385,1400,false,true,27301,21385,2,Shabrina,52708,215,1,false,22234,8,19973,1,,,1521
21387,21387,4,13091,21387,false,false,21387,1400,false,true,27309,21387,2,Turab,54134,215,1,false,22231,10,19970,1,,186160,1521
21388,21388,4,13092,21388,false,false,21388,1400,false,false,27318,21388,2,Abdurrahman,52443,215,1,false,22239,10,19978,1,,186108,1521
21389,21389,4,13093,21389,false,false,21389,1400,false,false,27320,21389,2,Khaled al-Cambodi,52450,215,1,false,22244,224,19983,1,,,1521
21390,21390,4,13094,21390,false,false,21390,1400,false,false,27353,21390,2,ur-Rahman,52571,215,1,false,22248,10,19987,1,,186160,1521
21391,21391,3,13095,21391,false,false,21391,1400,false,false,27374,21391,2,Masharya al-Khairya,52574,215,1,false,182520,25,232520,1,,32520,1525
21392,21392,4,13096,21392,false,false,21392,1400,false,false,27371,21392,2,Hiyatullah,52535,215,1,false,22252,8,19991,1,,,1521
21403,21403,4,13107,21403,false,false,21403,1400,false,false,27376,21403,2,Mughniyah,52618,215,1,false,22271,8,20010,1,,,1521
21404,21404,4,13108,21404,false,false,21404,1400,false,false,27386,21404,2,Musa Da'amoush,52614,215,1,false,22273,8,20012,1,,,1521
21405,21405,3,13109,21405,false,false,21405,1400,false,true,27390,21405,2,JAD,52628,215,1,false,182531,25,232531,1,,32531,1525
21406,21406,4,13110,21406,false,false,21406,1400,false,false,27393,21406,2,Hassan Nasir Al Zubaydi,52638,215,1,false,22279,8,20018,1,,,1521
21424,21424,3,13128,21424,false,false,21424,1400,false,false,27398,21424,2,THE ORGANIZATION FOR TECHNICAL INDUSTRIES,52657,215,1,false,182550,25,232550,1,,32550,1525
21443,21443,4,13147,21443,false,false,21443,1400,false,false,27416,21443,2,Kim,52677,215,1,false,22291,224,20030,1,,,1521
21444,21444,4,13148,21444,false,false,21444,1400,false,false,27418,21444,2,Kim,52682,215,1,false,22293,224,20032,1,,,1521
21463,21463,4,13167,21463,false,false,21463,1400,false,false,27438,21463,2,Majid Al-Sanadi,52723,215,1,false,22298,8,20037,1,,,1521
21465,21465,4,13169,21465,true,false,21465,1403,true,false,27440,21465,1,Dodik,52912,215,1,false,22305,224,20044,1,,,1521
21523,21523,3,13227,21523,true,false,21523,1403,true,false,27535,21523,1,YORV INMOBILIARIA,52953,215,1,false,22411,14,20150,1,,,1525
21524,21524,3,13228,21524,false,false,21524,1400,false,false,27538,21524,2,GRUPO INMOBILIARIO SEGTAC,52956,215,1,false,182690,25,232690,1,,32690,1525
21543,21543,4,13247,21543,true,false,21543,1403,true,false,27555,21543,1,Asgharzadeh,52984,215,1,false,22431,8,20170,1,,,1521
21544,21544,4,13248,21544,false,false,21544,1400,false,false,27557,21544,2,Shakhdarian,52976,215,1,false,22432,8,20171,1,,,1521
21545,21545,3,13249,21545,false,false,21545,1400,false,false,27562,21545,2,Satereh Shargh Mobin Co.,52982,215,1,false,22458,125,20197,1,,,1525
21546,21546,3,13250,21546,true,false,21546,1403,true,false,27563,21546,1,Ofog Sabze Darya Company,52987,215,1,false,22461,125,20200,1,,,1525
21547,21547,4,13251,21547,false,false,21547,1400,false,false,27566,21547,2,Xianhua,52993,215,1,false,22435,8,20174,1,,,1521
21548,21548,3,13252,21548,false,false,21548,1400,false,false,27568,21548,2,New Century Import and Export Co. Ltd,52997,215,1,false,22463,125,20202,1,,,1525
21549,21549,4,13253,21549,false,false,21549,1400,false,false,27570,21549,2,Yaodong,53001,215,1,false,22437,8,20176,1,,,1521
21550,21550,4,13254,21550,true,false,21550,1403,true,false,27571,21550,1,Zhou,53003,215,1,false,22438,8,20177,1,,,1521
21552,21552,3,13256,21552,true,false,21552,1403,true,false,27573,21552,1,Cosailing Business Trading Company Limited,53007,215,1,false,22456,125,20195,1,,,1525
21553,21553,3,13257,21553,false,false,21553,1400,false,false,27576,21553,2,MKS International,53010,215,1,false,22479,125,20218,1,,,1525
21554,21554,3,13258,21554,false,false,21554,1400,false,false,27611,21554,2,Royal Pearls General Trading,53107,215,1,false,22480,125,20219,1,,,1525
21555,21555,4,13259,21555,true,false,21555,1403,true,false,27580,21555,1,Rostamian,53015,215,1,false,22439,8,20178,1,,,1521
21556,21556,4,13260,21556,false,false,21556,1400,false,false,27586,21556,2,Liu,53027,215,1,false,22469,125,20208,1,,,1521
21557,21557,3,13261,21557,false,false,21557,1400,false,false,27608,21557,2,Ervin Danesh,53104,215,1,false,22466,125,20205,1,,,1525
21558,21558,4,13262,21558,true,false,21558,1403,true,false,27588,21558,1,Magham,53030,215,1,false,22440,10,20179,1,,186109,1521
